folder_name,pdf_file_size_kb,md_file_size_kb,md_line_count,md_character_count,jpeg_count_in_images_folder
document_133,1417.8427734375,52.0361328125,139,53285,3
document_301,768.6884765625,41.4404296875,235,42422,4
document_55,291.904296875,14.705078125,150,15058,1
document_791,3671.58203125,38.873046875,265,39806,1
document_308,562.1396484375,4.857421875,162,4961,3
document_906,191.26171875,10.994140625,72,11258,0
document_1022,93.2216796875,11.01171875,290,11270,3
document_798,5054.4853515625,6.0361328125,213,6168,3
document_9,4719.2373046875,32.4208984375,382,33199,1
document_105,89.3857421875,7.36328125,105,7540,0
document_939,314.5927734375,2.2236328125,62,2277,1
document_337,292.146484375,1.5693359375,51,1607,5
document_753,512.8623046875,38.6943359375,332,39620,1
document_97,527.2353515625,3.376953125,147,3458,1
document_595,437.853515625,2.689453125,96,2754,0
document_1025,105.736328125,11.01953125,315,11278,2
document_559,4520.9111328125,47.5146484375,108,48651,8
document_90,1695.98046875,14.5966796875,245,14947,0
document_330,9491.08203125,36.029296875,240,36878,4
document_102,836.78125,52.154296875,300,53406,1
document_242,750.1142578125,6.6494140625,268,6807,4
document_414,372.248046875,5.8798828125,189,6021,3
document_626,126.3701171875,8.1162109375,204,8311,1
document_1168,279.009765625,28.853515625,117,29546,0
document_873,27.0,2.8837890625,109,2953,0
document_1157,1840.50390625,5.4755859375,156,5607,0
document_413,408.0458984375,7.275390625,103,7448,0
document_245,630.7490234375,5.4375,175,5555,3
document_1159,1288.138671875,5.2275390625,154,5353,0
document_287,747.0888671875,7.3037109375,223,7464,4
document_273,1890.8662109375,18.201171875,600,18638,1
document_617,3772.134765625,11.5087890625,333,11735,5
document_425,360.2109375,18.984375,527,19440,13
document_628,707.9482421875,46.7998046875,364,47923,4
document_842,560.88671875,7.75,243,7931,3
document_422,186.3017578125,23.8857421875,150,24459,1
document_610,1246.2587890625,10.0927734375,253,10332,1
document_274,761.2353515625,6.326171875,228,6476,3
document_280,1890.8662109375,18.1875,556,18624,1
document_845,560.88671875,7.6640625,244,7843,3
document_811,118.73046875,9.7158203125,225,9949,2
document_1135,1468.423828125,5.423828125,156,5554,0
document_644,1729.2763671875,11.158203125,253,11422,7
document_220,155.740234375,9.3916015625,70,9617,1
document_482,499.2900390625,8.0693359375,312,8236,4
document_1132,1406.068359375,6.5048828125,202,6661,2
document_688,710.6513671875,9.38671875,253,9609,1
document_816,383.171875,7.8525390625,156,8039,3
document_218,155.740234375,9.22265625,64,9444,1
document_485,499.0703125,8.6787109375,385,8874,3
document_471,498.958984375,8.681640625,305,8864,5
document_1104,542.4873046875,9.228515625,267,9447,5
document_820,520.30859375,31.607421875,410,32366,9
document_478,499.2353515625,8.6806640625,289,8876,5
document_681,493.2919921875,6.8818359375,211,7033,3
document_447,952.1630859375,62.2080078125,307,63701,2
document_675,493.3515625,6.35546875,221,6494,4
document_211,143.9560546875,53.7939453125,389,55085,2
document_827,345.69921875,28.0361328125,122,28708,1
document_672,493.6240234375,6.080078125,246,6213,3
document_440,862.9736328125,9.6376953125,185,9869,2
document_686,134.115234375,34.8134765625,217,35649,2
document_281,635.205078125,4.982421875,168,5089,3
document_611,1173.4970703125,8.0419921875,243,8232,1
document_423,134.029296875,10.0576171875,248,10299,1
document_275,769.587890625,5.998046875,208,6142,3
document_844,560.88671875,7.7392578125,238,7920,3
document_272,1890.8662109375,18.087890625,532,18522,1
document_424,618.625,14.1103515625,92,14449,0
document_616,1076.5908203125,5.416015625,114,5546,3
document_1158,1288.138671875,6.666015625,193,6826,1
document_286,531.9951171875,21.525390625,134,22042,3
document_888,27.365234375,2.8154296875,77,2883,0
document_629,350.9990234375,48.6572265625,255,49825,1
document_843,560.88671875,8.0166015625,244,8204,3
document_1167,1589.24609375,35.4267578125,1586,36265,7
document_620,9020.6826171875,74.4833984375,667,76252,2
document_244,765.29296875,6.666015625,229,6813,4
document_875,27.6650390625,3.2158203125,109,3293,0
document_627,138.0556640625,2.6865234375,56,2751,0
document_415,249.1708984375,4.615234375,138,4726,2
document_288,673.2509765625,5.521484375,195,5654,2
document_886,27.45703125,3.5166015625,143,3601,0
document_1102,515.5146484375,7.5751953125,189,7754,5
document_826,1129.94921875,7.173828125,171,7338,3
document_217,142.4619140625,69.552734375,482,71222,1
document_819,6610.6376953125,33.4296875,142,34226,1
document_673,493.3701171875,4.923828125,179,5028,2
document_821,345.69921875,28.1552734375,137,28830,1
document_479,499.47265625,7.60546875,265,7774,4
document_1105,515.6162109375,7.9873046875,196,8175,5
document_210,143.9560546875,58.5263671875,424,59931,2
document_680,493.8662109375,5.3056640625,196,5419,2
document_219,155.740234375,9.3603515625,66,9585,1
document_817,70.525390625,3.552734375,139,3620,0
document_1133,1406.068359375,6.908203125,232,7074,2
document_828,1129.94921875,7.0986328125,173,7265,3
document_226,520.404296875,35.078125,132,35920,0
document_642,1685.86328125,11.1123046875,258,11372,7
document_470,499.9462890625,7.8505859375,280,8026,4
document_484,501.1962890625,8.6416015625,282,8836,4
document_1134,1468.423828125,5.3798828125,152,5509,0
document_448,952.1630859375,62.23046875,298,63724,2
document_477,481.8369140625,10.876953125,336,11138,2
document_645,332.798828125,41.7705078125,158,42771,0
document_221,155.740234375,9.22265625,64,9444,1
document_693,20.3369140625,10.38671875,114,10636,0
document_203,806.8779296875,2.060546875,74,2110,2
document_667,493.498046875,6.7041015625,211,6851,2
document_455,2528.4951171875,39.21484375,195,40156,5
document_1116,1687.73828125,22.9912109375,176,23541,4
document_658,752.900390625,24.0810546875,151,24659,0
document_832,802.1298828125,6.6484375,215,6799,4
document_660,2296.359375,27.1123046875,156,27762,0
document_204,806.8779296875,2.1220703125,70,2173,2
document_694,20.3369140625,10.38671875,114,10636,0
document_835,1130.154296875,7.3486328125,222,7520,3
document_499,404.57421875,42.662109375,207,43686,4
document_1111,5977.845703125,38.064453125,299,38975,1
document_232,749.28515625,7.10546875,108,7276,8
document_464,9579.904296875,35.18359375,259,36028,3
document_656,332.798828125,41.7705078125,158,42771,0
document_1118,3368.26171875,31.388671875,695,32142,5
document_669,492.8984375,6.91796875,271,7071,3
document_803,111.07421875,9.5107421875,279,9726,2
document_1127,2223.4755859375,59.228515625,355,60646,5
document_497,404.57421875,42.556640625,220,43578,4
document_651,171.5537109375,1.7734375,37,1816,0
document_463,243.3408203125,24.2021484375,136,24783,0
document_235,623.826171875,4.548828125,169,4645,2
document_1120,200.7470703125,7.53125,180,7712,2
document_804,102.494140625,8.9208984375,225,9109,3
document_850,1129.8828125,6.8173828125,179,6977,2
document_408,348.8046875,8.486328125,85,8690,0
document_295,592.6171875,4.8759765625,128,4977,2
document_437,646.5693359375,6.8857421875,139,7051,2
document_605,1315.3046875,12.1494140625,327,12434,4
document_857,345.615234375,29.623046875,127,30331,0
document_266,600.3525390625,5.1689453125,186,5276,3
document_602,966.439453125,16.287109375,275,16674,2
document_430,206.6279296875,38.953125,260,39888,0
document_292,771.9208984375,6.7177734375,221,6866,4
document_861,27.5966796875,31.1376953125,13,31885,0
document_439,880.2265625,9.1083984375,207,9327,2
document_1145,401.0322265625,9.1923828125,183,9413,2
document_634,1685.86328125,11.0185546875,253,11279,7
document_406,12.9599609375,0.6328125,36,648,0
document_250,625.1328125,5.6015625,197,5722,4
document_892,27.4794921875,29.4033203125,11,30109,0
document_1142,1401.5849609375,45.8115234375,192,46911,0
document_866,27.7509765625,0.9091796875,13,931,0
document_268,735.208984375,5.9658203125,195,6096,4
document_257,746.65625,6.1630859375,191,6298,2
document_859,345.615234375,29.4912109375,120,30198,0
document_401,5652.5771484375,35.8115234375,237,36668,5
document_633,41.572265625,1.693359375,31,1734,0
document_805,106.3466796875,5.63671875,159,5772,1
document_1121,347.1875,42.197265625,158,43208,1
document_1119,344.5439453125,40.7919921875,154,41769,1
document_233,1890.8662109375,18.564453125,573,19010,1
document_657,3145.419921875,6.951171875,197,7118,2
document_1126,626.7958984375,34.03515625,219,34852,0
document_661,293.5087890625,27.009765625,156,27657,0
document_453,335.6962890625,8.7587890625,163,8968,3
document_205,806.8779296875,2.3955078125,72,2453,2
document_498,38.0166015625,0.373046875,16,381,0
document_834,1130.154296875,7.1708984375,212,7338,3
document_202,148.6513671875,19.501953125,109,19969,1
document_666,493.1982421875,5.5068359375,231,5626,2
document_692,20.3369140625,10.38671875,114,10636,0
document_1128,1398.5341796875,6.515625,188,6672,2
document_659,9760.78125,34.2587890625,895,34996,12
document_1117,681.7021484375,32.2216796875,151,32995,3
document_867,27.6806640625,0.7578125,16,776,0
document_858,345.615234375,29.478515625,124,30183,0
document_256,740.548828125,6.982421875,216,7150,4
document_632,1729.2763671875,11.2373046875,271,11487,7
document_400,86.59765625,5.2412109375,130,5367,2
document_438,913.5888671875,10.470703125,211,10706,3
document_407,348.8046875,8.486328125,85,8690,0
document_635,41.572265625,1.693359375,31,1734,0
document_251,732.5166015625,5.7392578125,153,5876,1
document_258,712.728515625,5.4306640625,208,5548,3
document_293,765.1396484375,6.412109375,249,6553,3
document_431,1751.4794921875,57.27734375,268,58652,7
document_603,138.8955078125,33.6572265625,130,34430,0
document_851,1129.8828125,6.880859375,181,7041,2
document_409,348.8046875,8.486328125,85,8690,0
document_436,913.5888671875,10.005859375,251,10215,3
document_260,604.728515625,5.0869140625,180,5196,2
document_294,1890.8662109375,17.6396484375,575,18063,1
document_782,6097.7021484375,354.33984375,5289,362767,27
document_1038,97.0302734375,3.1884765625,135,3265,0
document_120,105.2255859375,35.611328125,196,36466,1
document_312,409.2607421875,6.9912109375,125,7159,2
document_544,603.7119140625,31.8056640625,736,32569,8
document_1007,1793.615234375,11.2939453125,229,11561,4
document_79,2737.5517578125,363.419921875,1708,372142,0
document_749,224.2939453125,1.78515625,49,1828,1
document_923,374.3271484375,38.234375,161,39109,0
document_543,77.9619140625,36.51953125,217,37396,0
document_315,824.8466796875,6.4580078125,262,6613,1
document_127,1417.8427734375,52.767578125,180,54034,3
document_785,6097.7021484375,350.1015625,5292,358427,27
document_41,667.73828125,44.998046875,666,46038,16
document_118,105.2255859375,35.662109375,200,36518,1
document_924,530.1904296875,3.380859375,100,3462,2
document_588,720.33203125,30.8974609375,115,31639,2
document_1000,880.6044921875,59.2626953125,369,60685,2
document_323,542.89453125,4.1875,139,4288,2
document_111,1417.8427734375,57.9365234375,151,59327,3
document_83,2058.7314453125,122.8193359375,2685,125757,26
document_747,347.119140625,2.7998046875,93,2867,2
document_778,6097.7021484375,360.849609375,5370,369433,27
document_1036,1768.0947265625,9.6708984375,263,9903,0
document_70,304.1845703125,10.3671875,288,10613,3
document_586,635.86328125,15.7841796875,111,16154,0
document_324,428.447265625,33.9541015625,208,34769,0
document_1031,519.755859375,21.8310546875,157,22355,0
document_129,1417.8427734375,51.728515625,122,52970,3
document_915,197.4365234375,4.8447265625,99,4961,0
document_189,607.8203125,3.01953125,100,3092,2
document_1065,96.4931640625,18.8359375,136,19288,0
document_941,10630.50390625,88.802734375,1668,90811,15
document_384,617.779296875,28.9033203125,169,29597,0
document_24,290.50390625,35.955078125,270,36818,1
document_526,70.9013671875,3.7158203125,99,3803,0
document_714,2584.4208984375,46.4775390625,265,47593,2
document_370,853.9482421875,3.6572265625,93,3745,1
document_142,741.8955078125,9.2626953125,185,9485,2
document_1096,541.794921875,9.0908203125,250,9306,7
document_348,239.2578125,11.005859375,314,11267,2
document_946,1240.9208984375,9.8984375,186,10113,5
document_713,2361.5,16.3212890625,378,16683,4
document_521,416.14453125,54.0419921875,550,55339,1
document_23,14038.2373046875,93.5703125,425,95760,4
document_383,541.0185546875,20.4267578125,482,20912,4
document_528,5807.61328125,42.919921875,1239,43830,16
document_984,66.349609375,4.5234375,183,4630,0
document_517,556.65625,35.76953125,187,36628,0
document_341,508.296875,3.744140625,141,3834,3
document_187,10806.0654296875,72.2392578125,662,73939,0
document_15,8506.8095703125,34.306640625,284,35130,12
document_983,546.98828125,59.646484375,408,61078,0
document_1053,707.6181640625,8.7783203125,220,8981,2
document_977,6268.146484375,11.236328125,229,11506,9
document_379,9633.5478515625,59.541015625,386,60970,1
document_180,1018.9521484375,34.55859375,205,35388,3
document_1098,155.0166015625,8.818359375,237,9027,5
document_346,229.0908203125,7.7705078125,273,7954,1
document_174,56.234375,3.6953125,54,3784,0
document_722,1673.0322265625,9.6181640625,238,9844,9
document_573,284.4091796875,33.1953125,156,33991,0
document_85,353.8505859375,9.7900390625,250,10022,2
document_741,597.431640625,5.240234375,159,5360,3
document_325,428.447265625,33.9541015625,208,34769,0
document_117,1417.8427734375,51.5244140625,115,52761,3
document_587,483.4755859375,4.150390625,128,4250,1
document_71,330.994140625,39.8427734375,346,40794,3
document_128,1417.8427734375,6.7421875,194,6904,3
document_1030,90.3232421875,6.7255859375,190,6881,1
document_76,567.587890625,5.544921875,186,5677,1
document_580,2931.41796875,41.0751953125,589,41801,0
document_1008,804.9072265625,36.984375,233,37872,1
document_322,1890.8662109375,18.7373046875,579,19187,1
document_82,197.6474609375,6.138671875,171,6284,0
document_574,3190.2060546875,6.318359375,168,6470,2
document_1037,1609.55859375,45.88671875,167,46988,0
document_49,281.4638671875,32.833984375,129,33621,0
document_913,819.390625,12.642578125,333,12939,8
document_784,6097.7021484375,333.6259765625,5290,341556,26
document_40,143.7109375,32.427734375,170,33206,0
document_770,6097.7021484375,318.9921875,5303,326571,27
document_126,1417.8427734375,60.083984375,148,61526,3
document_314,587.2392578125,4.8896484375,169,5004,3
document_1001,1330.8974609375,13.388671875,305,13707,8
document_925,721.193359375,3.40234375,101,3484,2
document_119,1417.8427734375,13.6435546875,221,13971,3
document_313,809.56640625,6.240234375,258,6374,6
document_545,726.5048828125,45.0712890625,297,46153,0
document_1039,444.0703125,10.01171875,221,10252,0
document_1006,804.9072265625,36.9521484375,241,37839,1
document_78,921.6591796875,22.03125,632,22551,6
document_378,2671.048828125,9.4501953125,159,9677,1
document_1052,557.8037109375,5.658203125,195,5794,5
document_982,113.7548828125,8.40625,201,8608,5
document_175,2015.9599609375,55.927734375,3310,57265,23
document_949,450.3037109375,86.349609375,149,88421,1
document_1099,513.6357421875,7.7421875,200,7924,5
document_347,250.0439453125,11.4150390625,299,11680,2
document_723,112.2373046875,27.580078125,201,28242,0
document_511,1156.4814453125,29.689453125,777,30367,10
document_13,8506.8095703125,43.330078125,268,44370,12
document_181,9222.5107421875,54.42578125,989,55732,8
document_985,413.109375,27.90625,99,28576,0
document_1055,557.8037109375,5.4609375,185,5592,5
document_529,230.9921875,23.916015625,130,24490,0
document_186,6312.05078125,0.0,0,0,0
document_516,1161.2578125,31.203125,767,31916,11
document_724,221.2451171875,14.9697265625,323,15326,1
document_340,390.0224609375,2.0947265625,59,2145,2
document_172,70.5107421875,3.177734375,128,3241,0
document_1063,233.0537109375,19.009765625,144,19466,0
document_947,2739.998046875,11.033203125,273,11088,7
document_1097,541.3876953125,9.587890625,248,9815,7
document_349,240.265625,10.47265625,314,10721,2
document_144,241.345703125,36.1337890625,150,37001,0
document_978,287.37890625,27.966796875,88,28638,0
document_520,515.03125,75.97265625,885,77796,2
document_712,1538.4296875,18.5390625,351,18974,7
document_1090,513.57421875,8.03515625,218,8222,5
document_518,515.03125,76.1728515625,885,78001,2
document_188,78.51953125,5.76953125,130,5906,1
document_715,819.650390625,2.3212890625,80,2374,4
document_527,120.3740234375,28.81640625,174,29508,0
document_25,1019.5947265625,3.904296875,127,3998,4
